Value,Period,Reference Area,Industry Section,Measure Type,Unit
108.0,quarter/2014 Q1,North East,D,Indices 2016=100,Indices 2016=100
95.9,quarter/2014 Q1,North East,E,Indices 2016=100,Indices 2016=100
92.8,quarter/2014 Q1,North East,F,Indices 2016=100,Indices 2016=100
98.6,quarter/2014 Q1,North East,G_T,Indices 2016=100,Indices 2016=100
94.9,quarter/2014 Q1,North East,G,Indices 2016=100,Indices 2016=100
96.6,quarter/2014 Q1,North East,H,Indices 2016=100,Indices 2016=100
89.4,quarter/2014 Q1,North East,I,Indices 2016=100,Indices 2016=100
96.1,quarter/2014 Q1,North East,J,Indices 2016=100,Indices 2016=100
97.5,quarter/2014 Q1,North East,K,Indices 2016=100,Indices 2016=100
95.2,quarter/2014 Q1,North East,L,Indices 2016=100,Indices 2016=100
92.2,quarter/2014 Q1,North East,M,Indices 2016=100,Indices 2016=100
92.3,quarter/2014 Q1,North East,N,Indices 2016=100,Indices 2016=100
107.5,quarter/2014 Q1,North East,O,Indices 2016=100,Indices 2016=100
107.4,quarter/2014 Q1,North East,P,Indices 2016=100,Indices 2016=100
106.0,quarter/2014 Q1,North East,Q,Indices 2016=100,Indices 2016=100
111.1,quarter/2014 Q1,North East,R,Indices 2016=100,Indices 2016=100
93.2,quarter/2014 Q1,North East,S,Indices 2016=100,Indices 2016=100
58.6,quarter/2014 Q1,North East,T,Indices 2016=100,Indices 2016=100
98.4,quarter/2014 Q2,North East,A_T,Indices 2016=100,Indices 2016=100
104.3,quarter/2014 Q2,North East,A,Indices 2016=100,Indices 2016=100
100.0,quarter/2014 Q2,North East,B_E,Indices 2016=100,Indices 2016=100
190.8,quarter/2014 Q2,North East,B,Indices 2016=100,Indices 2016=100
98.6,quarter/2014 Q2,North East,C,Indices 2016=100,Indices 2016=100
105.0,quarter/2014 Q2,North East,D,Indices 2016=100,Indices 2016=100
92.9,quarter/2014 Q2,North East,E,Indices 2016=100,Indices 2016=100
95.4,quarter/2014 Q2,North East,F,Indices 2016=100,Indices 2016=100
98.2,quarter/2014 Q2,North East,G_T,Indices 2016=100,Indices 2016=100
97.6,quarter/2014 Q2,North East,G,Indices 2016=100,Indices 2016=100
95.1,quarter/2014 Q2,North East,H,Indices 2016=100,Indices 2016=100
88.8,quarter/2014 Q2,North East,I,Indices 2016=100,Indices 2016=100
94.9,quarter/2014 Q2,North East,J,Indices 2016=100,Indices 2016=100
96.6,quarter/2014 Q2,North East,K,Indices 2016=100,Indices 2016=100
95.3,quarter/2014 Q2,North East,L,Indices 2016=100,Indices 2016=100
95.4,quarter/2014 Q2,North East,M,Indices 2016=100,Indices 2016=100
92.6,quarter/2014 Q2,North East,N,Indices 2016=100,Indices 2016=100
107.0,quarter/2014 Q2,North East,O,Indices 2016=100,Indices 2016=100
103.0,quarter/2014 Q2,North East,P,Indices 2016=100,Indices 2016=100
103.3,quarter/2014 Q2,North East,Q,Indices 2016=100,Indices 2016=100
109.8,quarter/2014 Q2,North East,R,Indices 2016=100,Indices 2016=100
93.5,quarter/2014 Q2,North East,S,Indices 2016=100,Indices 2016=100
55.6,quarter/2014 Q2,North East,T,Indices 2016=100,Indices 2016=100
97.9,quarter/2014 Q3,North East,A_T,Indices 2016=100,Indices 2016=100
107.9,quarter/2014 Q3,North East,A,Indices 2016=100,Indices 2016=100
99.1,quarter/2014 Q3,North East,B_E,Indices 2016=100,Indices 2016=100
210.1,quarter/2014 Q3,North East,B,Indices 2016=100,Indices 2016=100
98.3,quarter/2014 Q3,North East,C,Indices 2016=100,Indices 2016=100
97.2,quarter/2014 Q3,North East,D,Indices 2016=100,Indices 2016=100
93.3,quarter/2014 Q3,North East,E,Indices 2016=100,Indices 2016=100
99.0,quarter/2014 Q3,North East,F,Indices 2016=100,Indices 2016=100
97.4,quarter/2014 Q3,North East,G_T,Indices 2016=100,Indices 2016=100
98.0,quarter/2014 Q3,North East,G,Indices 2016=100,Indices 2016=100
103.1,quarter/2014 Q3,North East,H,Indices 2016=100,Indices 2016=100
87.3,quarter/2014 Q3,North East,I,Indices 2016=100,Indices 2016=100
97.6,quarter/2014 Q3,North East,J,Indices 2016=100,Indices 2016=100
95.1,quarter/2014 Q3,North East,K,Indices 2016=100,Indices 2016=100
95.1,quarter/2014 Q3,North East,L,Indices 2016=100,Indices 2016=100
97.6,quarter/2014 Q3,North East,M,Indices 2016=100,Indices 2016=100
92.7,quarter/2014 Q3,North East,N,Indices 2016=100,Indices 2016=100
106.3,quarter/2014 Q3,North East,O,Indices 2016=100,Indices 2016=100
89.4,quarter/2014 Q3,North East,P,Indices 2016=100,Indices 2016=100
103.1,quarter/2014 Q3,North East,Q,Indices 2016=100,Indices 2016=100
106.2,quarter/2014 Q3,North East,R,Indices 2016=100,Indices 2016=100
93.2,quarter/2014 Q3,North East,S,Indices 2016=100,Indices 2016=100
57.4,quarter/2014 Q3,North East,T,Indices 2016=100,Indices 2016=100
98.8,quarter/2014 Q4,North East,A_T,Indices 2016=100,Indices 2016=100
112.9,quarter/2014 Q4,North East,A,Indices 2016=100,Indices 2016=100
101.6,quarter/2014 Q4,North East,B_E,Indices 2016=100,Indices 2016=100
195.0,quarter/2014 Q4,North East,B,Indices 2016=100,Indices 2016=100
102.5,quarter/2014 Q4,North East,C,Indices 2016=100,Indices 2016=100
93.7,quarter/2014 Q4,North East,D,Indices 2016=100,Indices 2016=100
91.6,quarter/2014 Q4,North East,E,Indices 2016=100,Indices 2016=100
98.5,quarter/2014 Q4,North East,F,Indices 2016=100,Indices 2016=100
98.0,quarter/2014 Q4,North East,G_T,Indices 2016=100,Indices 2016=100
99.1,quarter/2014 Q4,North East,G,Indices 2016=100,Indices 2016=100
105.9,quarter/2014 Q4,North East,H,Indices 2016=100,Indices 2016=100
90.0,quarter/2014 Q4,North East,I,Indices 2016=100,Indices 2016=100
105.1,quarter/2014 Q4,North East,J,Indices 2016=100,Indices 2016=100
98.8,quarter/2014 Q4,North East,K,Indices 2016=100,Indices 2016=100
95.2,quarter/2014 Q4,North East,L,Indices 2016=100,Indices 2016=100
98.5,quarter/2014 Q4,North East,M,Indices 2016=100,Indices 2016=100
92.1,quarter/2014 Q4,North East,N,Indices 2016=100,Indices 2016=100
106.1,quarter/2014 Q4,North East,O,Indices 2016=100,Indices 2016=100
86.2,quarter/2014 Q4,North East,P,Indices 2016=100,Indices 2016=100
102.4,quarter/2014 Q4,North East,Q,Indices 2016=100,Indices 2016=100
104.3,quarter/2014 Q4,North East,R,Indices 2016=100,Indices 2016=100
88.0,quarter/2014 Q4,North East,S,Indices 2016=100,Indices 2016=100
58.7,quarter/2014 Q4,North East,T,Indices 2016=100,Indices 2016=100
99.0,quarter/2015 Q1,North East,A_T,Indices 2016=100,Indices 2016=100
112.6,quarter/2015 Q1,North East,A,Indices 2016=100,Indices 2016=100
98.3,quarter/2015 Q1,North East,B_E,Indices 2016=100,Indices 2016=100
217.9,quarter/2015 Q1,North East,B,Indices 2016=100,Indices 2016=100
97.2,quarter/2015 Q1,North East,C,Indices 2016=100,Indices 2016=100
95.7,quarter/2015 Q1,North East,D,Indices 2016=100,Indices 2016=100
95.2,quarter/2015 Q1,North East,E,Indices 2016=100,Indices 2016=100
99.9,quarter/2015 Q1,North East,F,Indices 2016=100,Indices 2016=100
99.0,quarter/2015 Q1,North East,G_T,Indices 2016=100,Indices 2016=100
98.7,quarter/2015 Q1,North East,G,Indices 2016=100,Indices 2016=100
103.3,quarter/2015 Q1,North East,H,Indices 2016=100,Indices 2016=100
91.0,quarter/2015 Q1,North East,I,Indices 2016=100,Indices 2016=100
104.9,quarter/2015 Q1,North East,J,Indices 2016=100,Indices 2016=100
106.5,quarter/2015 Q1,North East,K,Indices 2016=100,Indices 2016=100
95.4,quarter/2015 Q1,North East,L,Indices 2016=100,Indices 2016=100
99.0,quarter/2015 Q1,North East,M,Indices 2016=100,Indices 2016=100
91.9,quarter/2015 Q1,North East,N,Indices 2016=100,Indices 2016=100
104.8,quarter/2015 Q1,North East,O,Indices 2016=100,Indices 2016=100
92.3,quarter/2015 Q1,North East,P,Indices 2016=100,Indices 2016=100
101.1,quarter/2015 Q1,North East,Q,Indices 2016=100,Indices 2016=100
109.9,quarter/2015 Q1,North East,R,Indices 2016=100,Indices 2016=100
99.3,quarter/2015 Q1,North East,S,Indices 2016=100,Indices 2016=100
59.2,quarter/2015 Q1,North East,T,Indices 2016=100,Indices 2016=100
101.3,quarter/2015 Q2,North East,A_T,Indices 2016=100,Indices 2016=100
114.9,quarter/2015 Q2,North East,A,Indices 2016=100,Indices 2016=100
102.9,quarter/2015 Q2,North East,B_E,Indices 2016=100,Indices 2016=100
170.9,quarter/2015 Q2,North East,B,Indices 2016=100,Indices 2016=100
103.5,quarter/2015 Q2,North East,C,Indices 2016=100,Indices 2016=100
96.9,quarter/2015 Q2,North East,D,Indices 2016=100,Indices 2016=100
96.0,quarter/2015 Q2,North East,E,Indices 2016=100,Indices 2016=100
103.9,quarter/2015 Q2,North East,F,Indices 2016=100,Indices 2016=100
100.7,quarter/2015 Q2,North East,G_T,Indices 2016=100,Indices 2016=100
98.9,quarter/2015 Q2,North East,G,Indices 2016=100,Indices 2016=100
102.7,quarter/2015 Q2,North East,H,Indices 2016=100,Indices 2016=100
92.8,quarter/2015 Q2,North East,I,Indices 2016=100,Indices 2016=100
108.4,quarter/2015 Q2,North East,J,Indices 2016=100,Indices 2016=100
103.3,quarter/2015 Q2,North East,K,Indices 2016=100,Indices 2016=100
95.7,quarter/2015 Q2,North East,L,Indices 2016=100,Indices 2016=100
103.7,quarter/2015 Q2,North East,M,Indices 2016=100,Indices 2016=100
101.4,quarter/2015 Q2,North East,N,Indices 2016=100,Indices 2016=100
105.1,quarter/2015 Q2,North East,O,Indices 2016=100,Indices 2016=100
96.4,quarter/2015 Q2,North East,P,Indices 2016=100,Indices 2016=100
102.7,quarter/2015 Q2,North East,Q,Indices 2016=100,Indices 2016=100
112.6,quarter/2015 Q2,North East,R,Indices 2016=100,Indices 2016=100
100.3,quarter/2015 Q2,North East,S,Indices 2016=100,Indices 2016=100
63.7,quarter/2015 Q2,North East,T,Indices 2016=100,Indices 2016=100
100.6,quarter/2015 Q3,North East,A_T,Indices 2016=100,Indices 2016=100
114.6,quarter/2015 Q3,North East,A,Indices 2016=100,Indices 2016=100
99.1,quarter/2015 Q3,North East,B_E,Indices 2016=100,Indices 2016=100
160.8,quarter/2015 Q3,North East,B,Indices 2016=100,Indices 2016=100
98.4,quarter/2015 Q3,North East,C,Indices 2016=100,Indices 2016=100
101.2,quarter/2015 Q3,North East,D,Indices 2016=100,Indices 2016=100
94.1,quarter/2015 Q3,North East,E,Indices 2016=100,Indices 2016=100
98.0,quarter/2015 Q3,North East,F,Indices 2016=100,Indices 2016=100
101.0,quarter/2015 Q3,North East,G_T,Indices 2016=100,Indices 2016=100
99.0,quarter/2015 Q3,North East,G,Indices 2016=100,Indices 2016=100
99.3,quarter/2015 Q3,North East,H,Indices 2016=100,Indices 2016=100
93.6,quarter/2015 Q3,North East,I,Indices 2016=100,Indices 2016=100
112.8,quarter/2015 Q3,North East,J,Indices 2016=100,Indices 2016=100
101.8,quarter/2015 Q3,North East,K,Indices 2016=100,Indices 2016=100
96.7,quarter/2015 Q3,North East,L,Indices 2016=100,Indices 2016=100
99.8,quarter/2015 Q3,North East,M,Indices 2016=100,Indices 2016=100
96.2,quarter/2015 Q3,North East,N,Indices 2016=100,Indices 2016=100
106.0,quarter/2015 Q3,North East,O,Indices 2016=100,Indices 2016=100
101.3,quarter/2015 Q3,North East,P,Indices 2016=100,Indices 2016=100
103.5,quarter/2015 Q3,North East,Q,Indices 2016=100,Indices 2016=100
114.0,quarter/2015 Q3,North East,R,Indices 2016=100,Indices 2016=100
99.1,quarter/2015 Q3,North East,S,Indices 2016=100,Indices 2016=100
65.2,quarter/2015 Q3,North East,T,Indices 2016=100,Indices 2016=100
100.6,quarter/2015 Q4,North East,A_T,Indices 2016=100,Indices 2016=100
112.9,quarter/2015 Q4,North East,A,Indices 2016=100,Indices 2016=100
98.9,quarter/2015 Q4,North East,B_E,Indices 2016=100,Indices 2016=100
153.6,quarter/2015 Q4,North East,B,Indices 2016=100,Indices 2016=100
99.0,quarter/2015 Q4,North East,C,Indices 2016=100,Indices 2016=100
98.4,quarter/2015 Q4,North East,D,Indices 2016=100,Indices 2016=100
90.5,quarter/2015 Q4,North East,E,Indices 2016=100,Indices 2016=100
96.7,quarter/2015 Q4,North East,F,Indices 2016=100,Indices 2016=100
101.3,quarter/2015 Q4,North East,G_T,Indices 2016=100,Indices 2016=100
100.2,quarter/2015 Q4,North East,G,Indices 2016=100,Indices 2016=100
99.0,quarter/2015 Q4,North East,H,Indices 2016=100,Indices 2016=100
95.8,quarter/2015 Q4,North East,I,Indices 2016=100,Indices 2016=100
112.2,quarter/2015 Q4,North East,J,Indices 2016=100,Indices 2016=100
98.0,quarter/2015 Q4,North East,K,Indices 2016=100,Indices 2016=100
97.4,quarter/2015 Q4,North East,L,Indices 2016=100,Indices 2016=100
100.8,quarter/2015 Q4,North East,M,Indices 2016=100,Indices 2016=100
102.8,quarter/2015 Q4,North East,N,Indices 2016=100,Indices 2016=100
106.3,quarter/2015 Q4,North East,O,Indices 2016=100,Indices 2016=100
98.3,quarter/2015 Q4,North East,P,Indices 2016=100,Indices 2016=100
102.9,quarter/2015 Q4,North East,Q,Indices 2016=100,Indices 2016=100
116.5,quarter/2015 Q4,North East,R,Indices 2016=100,Indices 2016=100
98.6,quarter/2015 Q4,North East,S,Indices 2016=100,Indices 2016=100
82.3,quarter/2015 Q4,North East,T,Indices 2016=100,Indices 2016=100
100.6,quarter/2016 Q1,North East,A_T,Indices 2016=100,Indices 2016=100
106.1,quarter/2016 Q1,North East,A,Indices 2016=100,Indices 2016=100
98.9,quarter/2016 Q1,North East,B_E,Indices 2016=100,Indices 2016=100
127.2,quarter/2016 Q1,North East,B,Indices 2016=100,Indices 2016=100
99.4,quarter/2016 Q1,North East,C,Indices 2016=100,Indices 2016=100
95.4,quarter/2016 Q1,North East,D,Indices 2016=100,Indices 2016=100
95.9,quarter/2016 Q1,North East,E,Indices 2016=100,Indices 2016=100
99.4,quarter/2016 Q1,North East,F,Indices 2016=100,Indices 2016=100
101.1,quarter/2016 Q1,North East,G_T,Indices 2016=100,Indices 2016=100
101.2,quarter/2016 Q1,North East,G,Indices 2016=100,Indices 2016=100
93.8,quarter/2016 Q1,North East,H,Indices 2016=100,Indices 2016=100
99.4,quarter/2016 Q1,North East,I,Indices 2016=100,Indices 2016=100
110.1,quarter/2016 Q1,North East,J,Indices 2016=100,Indices 2016=100
106.1,quarter/2016 Q1,North East,K,Indices 2016=100,Indices 2016=100
99.4,quarter/2016 Q1,North East,L,Indices 2016=100,Indices 2016=100
99.9,quarter/2016 Q1,North East,M,Indices 2016=100,Indices 2016=100
104.1,quarter/2016 Q1,North East,N,Indices 2016=100,Indices 2016=100
103.9,quarter/2016 Q1,North East,O,Indices 2016=100,Indices 2016=100
97.9,quarter/2016 Q1,North East,P,Indices 2016=100,Indices 2016=100
99.9,quarter/2016 Q1,North East,Q,Indices 2016=100,Indices 2016=100
105.1,quarter/2016 Q1,North East,R,Indices 2016=100,Indices 2016=100
96.0,quarter/2016 Q1,North East,S,Indices 2016=100,Indices 2016=100
81.0,quarter/2016 Q1,North East,T,Indices 2016=100,Indices 2016=100
99.7,quarter/2016 Q2,North East,A_T,Indices 2016=100,Indices 2016=100
100.8,quarter/2016 Q2,North East,A,Indices 2016=100,Indices 2016=100
98.6,quarter/2016 Q2,North East,B_E,Indices 2016=100,Indices 2016=100
106.4,quarter/2016 Q2,North East,B,Indices 2016=100,Indices 2016=100
98.6,quarter/2016 Q2,North East,C,Indices 2016=100,Indices 2016=100
98.2,quarter/2016 Q2,North East,D,Indices 2016=100,Indices 2016=100
97.6,quarter/2016 Q2,North East,E,Indices 2016=100,Indices 2016=100
96.6,quarter/2016 Q2,North East,F,Indices 2016=100,Indices 2016=100
100.2,quarter/2016 Q2,North East,G_T,Indices 2016=100,Indices 2016=100
100.2,quarter/2016 Q2,North East,G,Indices 2016=100,Indices 2016=100
98.0,quarter/2016 Q2,North East,H,Indices 2016=100,Indices 2016=100
99.0,quarter/2016 Q2,North East,I,Indices 2016=100,Indices 2016=100
101.4,quarter/2016 Q2,North East,J,Indices 2016=100,Indices 2016=100
98.3,quarter/2016 Q2,North East,K,Indices 2016=100,Indices 2016=100
99.8,quarter/2016 Q2,North East,L,Indices 2016=100,Indices 2016=100
96.5,quarter/2016 Q2,North East,M,Indices 2016=100,Indices 2016=100
102.7,quarter/2016 Q2,North East,N,Indices 2016=100,Indices 2016=100
99.7,quarter/2016 Q2,North East,O,Indices 2016=100,Indices 2016=100
103.3,quarter/2016 Q2,North East,P,Indices 2016=100,Indices 2016=100
102.0,quarter/2016 Q2,North East,Q,Indices 2016=100,Indices 2016=100
99.0,quarter/2016 Q2,North East,R,Indices 2016=100,Indices 2016=100
97.3,quarter/2016 Q2,North East,S,Indices 2016=100,Indices 2016=100
94.1,quarter/2016 Q2,North East,T,Indices 2016=100,Indices 2016=100
99.7,quarter/2016 Q3,North East,A_T,Indices 2016=100,Indices 2016=100
98.2,quarter/2016 Q3,North East,A,Indices 2016=100,Indices 2016=100
100.7,quarter/2016 Q3,North East,B_E,Indices 2016=100,Indices 2016=100
88.0,quarter/2016 Q3,North East,B,Indices 2016=100,Indices 2016=100
100.7,quarter/2016 Q3,North East,C,Indices 2016=100,Indices 2016=100
102.2,quarter/2016 Q3,North East,D,Indices 2016=100,Indices 2016=100
99.9,quarter/2016 Q3,North East,E,Indices 2016=100,Indices 2016=100
101.3,quarter/2016 Q3,North East,F,Indices 2016=100,Indices 2016=100
99.4,quarter/2016 Q3,North East,G_T,Indices 2016=100,Indices 2016=100
99.9,quarter/2016 Q3,North East,G,Indices 2016=100,Indices 2016=100
102.8,quarter/2016 Q3,North East,H,Indices 2016=100,Indices 2016=100
101.1,quarter/2016 Q3,North East,I,Indices 2016=100,Indices 2016=100
94.3,quarter/2016 Q3,North East,J,Indices 2016=100,Indices 2016=100
96.5,quarter/2016 Q3,North East,K,Indices 2016=100,Indices 2016=100
100.3,quarter/2016 Q3,North East,L,Indices 2016=100,Indices 2016=100
100.5,quarter/2016 Q3,North East,M,Indices 2016=100,Indices 2016=100
98.3,quarter/2016 Q3,North East,N,Indices 2016=100,Indices 2016=100
98.2,quarter/2016 Q3,North East,O,Indices 2016=100,Indices 2016=100
100.2,quarter/2016 Q3,North East,P,Indices 2016=100,Indices 2016=100
99.1,quarter/2016 Q3,North East,Q,Indices 2016=100,Indices 2016=100
100.4,quarter/2016 Q3,North East,R,Indices 2016=100,Indices 2016=100
102.8,quarter/2016 Q3,North East,S,Indices 2016=100,Indices 2016=100
100.4,quarter/2016 Q3,North East,T,Indices 2016=100,Indices 2016=100
100.0,quarter/2016 Q4,North East,A_T,Indices 2016=100,Indices 2016=100
94.9,quarter/2016 Q4,North East,A,Indices 2016=100,Indices 2016=100
101.8,quarter/2016 Q4,North East,B_E,Indices 2016=100,Indices 2016=100
78.5,quarter/2016 Q4,North East,B,Indices 2016=100,Indices 2016=100
101.3,quarter/2016 Q4,North East,C,Indices 2016=100,Indices 2016=100
104.3,quarter/2016 Q4,North East,D,Indices 2016=100,Indices 2016=100
106.6,quarter/2016 Q4,North East,E,Indices 2016=100,Indices 2016=100
102.8,quarter/2016 Q4,North East,F,Indices 2016=100,Indices 2016=100
99.3,quarter/2016 Q4,North East,G_T,Indices 2016=100,Indices 2016=100
98.6,quarter/2016 Q4,North East,G,Indices 2016=100,Indices 2016=100
105.4,quarter/2016 Q4,North East,H,Indices 2016=100,Indices 2016=100
100.5,quarter/2016 Q4,North East,I,Indices 2016=100,Indices 2016=100
94.3,quarter/2016 Q4,North East,J,Indices 2016=100,Indices 2016=100
99.1,quarter/2016 Q4,North East,K,Indices 2016=100,Indices 2016=100
100.5,quarter/2016 Q4,North East,L,Indices 2016=100,Indices 2016=100
103.1,quarter/2016 Q4,North East,M,Indices 2016=100,Indices 2016=100
94.9,quarter/2016 Q4,North East,N,Indices 2016=100,Indices 2016=100
98.2,quarter/2016 Q4,North East,O,Indices 2016=100,Indices 2016=100
98.6,quarter/2016 Q4,North East,P,Indices 2016=100,Indices 2016=100
99.0,quarter/2016 Q4,North East,Q,Indices 2016=100,Indices 2016=100
95.5,quarter/2016 Q4,North East,R,Indices 2016=100,Indices 2016=100
103.9,quarter/2016 Q4,North East,S,Indices 2016=100,Indices 2016=100
124.5,quarter/2016 Q4,North East,T,Indices 2016=100,Indices 2016=100
100.3,quarter/2017 Q1,North East,A_T,Indices 2016=100,Indices 2016=100
100.6,quarter/2017 Q1,North East,A,Indices 2016=100,Indices 2016=100
98.7,quarter/2017 Q1,North East,B_E,Indices 2016=100,Indices 2016=100
70.9,quarter/2017 Q1,North East,B,Indices 2016=100,Indices 2016=100
98.1,quarter/2017 Q1,North East,C,Indices 2016=100,Indices 2016=100
105.3,quarter/2017 Q1,North East,D,Indices 2016=100,Indices 2016=100
100.0,quarter/2017 Q1,North East,E,Indices 2016=100,Indices 2016=100
105.0,quarter/2017 Q1,North East,F,Indices 2016=100,Indices 2016=100
100.3,quarter/2017 Q1,North East,G_T,Indices 2016=100,Indices 2016=100
95.6,quarter/2017 Q1,North East,G,Indices 2016=100,Indices 2016=100
111.5,quarter/2017 Q1,North East,H,Indices 2016=100,Indices 2016=100
102.9,quarter/2017 Q1,North East,I,Indices 2016=100,Indices 2016=100
103.2,quarter/2017 Q1,North East,J,Indices 2016=100,Indices 2016=100
